LLR,prediction,true_label
-29.926230282334057,0,0.0
-35.57438362262797,0,0.0
-19.25320959591043,0,0.0
-39.65575589663739,0,0.0
-40.645680617308145,0,0.0
-28.386659791112738,0,0.0
-31.573310626897253,0,0.0
-18.816651045288182,0,0.0
-43.74188024508922,0,0.0
-28.603842272209114,0,0.0
-23.431983674831088,0,0.0
-30.8114290995848,0,0.0
-24.292144972753754,0,0.0
-25.501607895036983,0,0.0
-22.42938394369084,0,0.0
-34.03145391540971,0,0.0
-23.41884720594092,0,0.0
-21.182086801640864,0,0.0
-13.914789126876892,0,0.0
-33.72403133192461,0,0.0
-28.90409001111245,0,0.0
-26.1851251951729,0,0.0
-19.404095426130812,0,0.0
-31.59393042743527,0,0.0
-30.73564897170334,0,0.0
-39.39139606160355,0,0.0
-20.708351412692952,0,0.0
-28.151706808399155,0,0.0
-28.460803892063463,0,0.0
-31.29566989141292,0,0.0
-29.50656978494452,0,0.0
-15.968797457011313,0,0.0
-32.69061956997192,0,0.0
-22.94406432396901,0,0.0
-31.051701645155113,0,0.0
-19.723845876332348,0,0.0
-23.913183566397564,0,0.0
-5.8782355478662645,-1,0.0
-30.57934739628476,0,0.0
-23.483470645413018,0,0.0
-26.88214012640872,0,0.0
-23.930411344524003,0,0.0
-37.80288453525884,0,0.0
-20.749598763281067,0,0.0
-27.65389028525319,0,0.0
-17.31277346373009,0,0.0
-9.724558067905601,-1,0.0
-22.500289665721308,0,0.0
-18.45652727473895,0,0.0
-30.743443936755057,0,0.0
-17.62903940565067,0,0.0
-31.695354314608434,0,0.0
-34.60132290669674,0,0.0
-35.13591851118026,0,0.0
-21.91294837099251,0,0.0
-35.000715875299676,0,0.0
-27.534206854597286,0,0.0
-30.76754168642718,0,0.0
-16.56552753718248,0,0.0
-16.418832332414354,0,0.0
-38.113682885530636,0,0.0
-23.056011434421617,0,0.0
-42.50257220723821,0,0.0
-19.127043675483094,0,0.0
-24.730389077059748,0,0.0
-33.066505933704335,0,0.0
-15.606675000190005,0,0.0
-24.16875930458379,0,0.0
-14.15562329428671,0,0.0
-32.29935422025773,0,0.0
-20.107442121817378,0,0.0
-27.883648532230975,0,0.0
-35.800218785699556,0,0.0
-23.71375671102031,0,0.0
-35.60928669826842,0,0.0
-23.049032375269483,0,0.0
-28.210400850378157,0,0.0
-33.989582981651765,0,0.0
-18.58950690594159,0,0.0
-18.75631139814081,0,0.0
-26.496462880558692,0,0.0
-21.760560072656602,0,0.0
-32.46510207814903,0,0.0
-21.624612185536623,0,0.0
-22.901068112689735,0,0.0
-29.23099821664492,0,0.0
-31.14959351234586,0,0.0
-15.017002485772494,0,0.0
-50.01548381318298,0,0.0
-33.10466972359342,0,0.0
-15.693779854056917,0,0.0
-35.74361145591595,0,0.0
-17.181687879017183,0,0.0
-45.09644820275354,0,0.0
-27.823026068659814,0,0.0
-20.044766720680755,0,0.0
-23.58872287207646,0,0.0
-25.153575712541297,0,0.0
-33.69845786603045,0,0.0
-29.247823151421485,0,0.0
-27.067428523936954,0,0.0
-28.089332519648906,0,0.0
-35.31328083977394,0,0.0
-29.227160162593886,0,0.0
-15.215517060481389,0,0.0
-39.229326929808316,0,0.0
-39.00597305864442,0,0.0
-26.526579063129805,0,0.0
-21.73743541196977,0,0.0
-23.659984323281417,0,0.0
-32.09576584936187,0,0.0
-22.12062755172986,0,0.0
-25.499850053200863,0,0.0
-26.46755454752492,0,0.0
-23.175727357320014,0,0.0
-19.814903092406233,0,0.0
-34.22027789075122,0,0.0
-23.665038179896754,0,0.0
-33.316793934711875,0,0.0
-37.3985935060583,0,0.0
-37.66618858262272,0,0.0
-20.519940502459647,0,0.0
-34.74291448559065,0,0.0
-25.20139542297072,0,0.0
-33.909720475151964,0,0.0
-21.032326537230105,0,0.0
-30.155964116554962,0,0.0
-24.913965170492734,0,0.0
-26.305956864714048,0,0.0
-21.464957968284455,0,0.0
-29.90161679922742,0,0.0
-36.72860739255879,0,0.0
-29.107264970341895,0,0.0
-30.61514977270612,0,0.0
-36.71771121022355,0,0.0
-27.422288225309437,0,0.0
-32.84135975095001,0,0.0
-34.40532589301867,0,0.0
-10.431876823439588,0,0.0
-27.109382884491538,0,0.0
-33.02500928990891,0,0.0
-27.595660752249003,0,0.0
-19.94142286481641,0,0.0
-28.858076953739726,0,0.0
-26.080311264741823,0,0.0
-19.674177599558735,0,0.0
-17.407332598557062,0,0.0
-31.21608356145132,0,0.0
-28.047898262417814,0,0.0
-21.22904909307379,0,0.0
-19.62642943131906,0,0.0
-33.7675141097597,0,0.0
-25.667707427428752,0,0.0
-43.22541424306999,0,0.0
-17.988762911791675,0,0.0
-41.174557510615045,0,0.0
-36.16955189808427,0,0.0
-18.908492136879197,0,0.0
-29.183090320849992,0,0.0
-19.502533169324238,0,0.0
-26.021129277447933,0,0.0
-12.883958761359011,0,0.0
-31.891129258203534,0,0.0
-35.30770317681475,0,0.0
-16.272688002963875,0,0.0
-36.389178280226275,0,0.0
-27.991004304420613,0,0.0
-19.536545875837877,0,0.0
-20.278466700338093,0,0.0
-19.132446562400403,0,0.0
-23.871277746504713,0,0.0
-35.8823795707524,0,0.0
-26.629643646530333,0,0.0
-3.61741595774399,-1,0.0
-28.112834593343027,0,0.0
-27.781093899534067,0,0.0
-22.441646528395264,0,0.0
-25.9258172104395,0,0.0
-22.779677554451112,0,0.0
-24.302170026079928,0,0.0
-33.39019360791818,0,0.0
-16.65672194696409,0,0.0
-27.740838637485695,0,0.0
-32.89977799198302,0,0.0
-33.235050728893,0,0.0
