P_hotspot,prediction,true_label
8.038145859158466e-11,0,0.0
1.5133852342172824e-10,0,0.0
1.2753052345456023e-08,0,0.0
1.4722814305633742e-15,0,0.0
2.1961868242637808e-13,0,0.0
1.011604515517369e-09,0,0.0
2.2555650229093194e-10,0,0.0
2.288680301109352e-12,0,0.0
3.068014659530188e-07,0,0.0
5.823988497525403e-09,0,0.0
4.3527589905201575e-12,0,0.0
1.4283645300081103e-17,0,0.0
7.758126497377953e-18,0,0.0
1.0229207583376165e-10,0,0.0
1.4003873700390422e-10,0,0.0
3.2211057999913075e-15,0,0.0
1.4261439329527284e-05,0,0.0
2.2741631285826882e-10,0,0.0
5.293356017261353e-10,0,0.0
3.529526960161083e-17,0,0.0
3.251928370807692e-11,0,0.0
6.151689195094799e-13,0,0.0
2.1840357503853663e-10,0,0.0
9.881391574938256e-19,0,0.0
1.7479335017467368e-15,0,0.0
6.400358450525786e-10,0,0.0
7.009156620671453e-16,0,0.0
9.101408970122473e-21,0,0.0
7.293444415024276e-12,0,0.0
1.5037225621896578e-11,0,0.0
1.8101741186612037e-10,0,0.0
1.1003629180272498e-10,0,0.0
4.624574922013152e-13,0,0.0
1.6319620010999196e-21,0,0.0
7.122578410966104e-15,0,0.0
5.374148176138605e-09,0,0.0
1.4302417314966888e-12,0,0.0
2.299367748978486e-10,0,0.0
0.00012857408725456746,0,0.0
1.1242082222554921e-13,0,0.0
1.3862545335680732e-11,0,0.0
8.86835146292324e-07,0,0.0
6.25264715264081e-15,0,0.0
3.374036463250733e-10,0,0.0
3.773334208849401e-10,0,0.0
1.7294492839961914e-14,0,0.0
4.1805844013379104e-08,0,0.0
3.354637449711434e-16,0,0.0
2.1375789197520464e-12,0,0.0
2.8567221331379294e-17,0,0.0
4.758913915805388e-13,0,0.0
1.6340526097376338e-12,0,0.0
2.3673384053132935e-11,0,0.0
1.5671668949756866e-19,0,0.0
1.0302042175793894e-12,0,0.0
9.35694604399527e-13,0,0.0
1.41369493938925e-17,0,0.0
1.6756669669240294e-16,0,0.0
1.0538093715487892e-12,0,0.0
2.1749910790452752e-17,0,0.0
4.926128914535384e-11,0,0.0
4.765837729604445e-10,0,0.0
1.0107308388662155e-09,0,0.0
2.0010460755609416e-15,0,0.0
4.8525405649009325e-14,0,0.0
4.453629905158172e-12,0,0.0
1.9827349509117792e-12,0,0.0
5.983351313154256e-10,0,0.0
9.278929978361049e-18,0,0.0
3.525085329699681e-05,0,0.0
5.78946958659675e-17,0,0.0
3.907394245719796e-17,0,0.0
5.490114670750345e-12,0,0.0
1.1387058394032203e-15,0,0.0
2.0772954870381063e-12,0,0.0
1.955059118569952e-11,0,0.0
1.3393366952179036e-12,0,0.0
5.523179365162049e-19,0,0.0
1.6600460703010378e-09,0,0.0
4.953021011045912e-19,0,0.0
1.6334815942792086e-10,0,0.0
1.7078190903236384e-10,0,0.0
3.125585592559499e-14,0,0.0
2.713087298453078e-10,0,0.0
3.7571562948874575e-14,0,0.0
6.165335940345287e-11,0,0.0
4.885868532616407e-07,0,0.0
1.4610651618785333e-11,0,0.0
5.053955156873988e-13,0,0.0
1.705513528106017e-10,0,0.0
3.0612005620993088e-15,0,0.0
5.025696928095004e-12,0,0.0
7.490212200905971e-11,0,0.0
1.237044803318376e-10,0,0.0
8.637219948982122e-14,0,0.0
3.1933958042409224e-20,0,0.0
5.944082109193526e-13,0,0.0
5.369337521970285e-11,0,0.0
2.586652897662307e-14,0,0.0
5.953682847157044e-17,0,0.0
1.1845832987896859e-13,0,0.0
1.757167920228132e-15,0,0.0
2.764595967517021e-10,0,0.0
1.3617088221928034e-21,0,0.0
1.640463118974548e-08,0,0.0
